0,3,1
1,8,1
2,10,1
3,10,1
4,5,1
5,66,1
6,6,1
7,6,1
8,10,1
9,34,1
10,1,1
11,44,1
12,6,1
13,2,1
14,2,1
15,3,1
16,99,1
17,3,1
18,5,1
19,9,1
20,5,1
21,5,1
22,9,1
23,68,1
24,4,1
25,4,1
26,1,1
27,8,1
28,10,1
29,7,1
30,6,1
31,3,1
32,4,1
33,1,1
34,1,1
35,1,1
36,8,1
37,9,1
38,6,1
39,49,1
40,4,1
41,10,1
42,8,1
43,10,1
44,57,1
45,10,1
46,9,1
47,5,1
48,8,1
49,2,1
50,70,1
51,2,1
52,6,1
53,10,1
54,2,1
55,2,1
56,1,1
57,9,1
58,4,1
59,48,1
60,5,1
61,10,1
62,7,1
63,8,1
64,43,1
65,7,1
66,9,1
67,9,1
68,6,1
69,9,1
70,4,1
71,2,1
72,9,1
73,74,1
74,32,1
75,9,1
76,9,1
77,8,1
78,9,1
79,8,1
80,10,1
81,55,1
82,7,1
83,7,1
84,7,1
85,8,1
86,4,1
87,3,1
88,51,1
89,10,1
90,3,1
91,2,1
92,5,1
93,1,1
94,24,1
95,96,1
96,2,1
97,3,1
98,10,1
99,3,1
100,5,1
101,1,1
102,5,1
103,1,1
104,5,1
105,3,1
106,1,1
107,5,1
108,2,1
109,4,1
110,6,1
111,7,1
112,10,1
113,95,1
114,1,1
115,50,1
116,3,1
117,3,1
118,54,1
119,9,1
120,34,1
121,8,1
122,3,1
123,7,1
124,74,1
125,8,1
126,2,1
127,4,1
128,10,1
129,67,1
130,5,1
131,8,1
132,10,1
133,9,1
134,2,1
135,2,1
136,5,1
137,6,1
138,4,1
139,8,1
140,8,1
141,4,1
142,10,1
143,4,1
144,10,1
145,4,1
146,7,1
147,10,1
148,6,1
149,5,1
150,1,1
151,9,1
152,5,1
153,15,1
154,19,1
155,6,1
156,4,1
157,6,1
158,5,1
159,2,1
160,3,1
161,5,1
162,27,1
163,6,1
164,3,1
165,9,1
166,3,1
167,85,1
168,20,1
169,2,1
170,2,1
171,6,1
172,2,1
173,5,1
174,5,1
175,9,1
176,4,1
177,5,1
178,10,1
179,9,1
180,84,1
181,8,1
182,8,1
183,9,1
184,7,1
185,58,1
186,2,1
187,1,1
188,2,1
189,69,1
190,3,1
191,2,1
192,8,1
193,9,1
194,2,1
195,1,1
196,2,1
197,4,1
198,7,1
199,4,1
200,32,1
201,7,1
202,9,1
203,6,1
204,5,1
205,1,1
206,10,1
207,1,1
208,1,1
209,8,1
210,83,1
211,8,1
212,72,1
213,74,1
214,4,1
215,1,1
216,4,1
217,21,1
218,7,1
219,3,1
220,1,1
221,9,1
222,5,1
223,9,1
224,9,1
225,29,1
226,1,1
227,7,1
228,3,1
229,4,1
230,34,1
231,1,1
232,9,1
233,77,1
234,3,1
235,22,1
236,3,1
237,1,1
238,4,1
239,10,1
240,10,1
241,7,1
242,5,1
243,3,1
244,7,1
245,29,1
246,2,1
247,3,1
248,6,1
249,7,1
250,7,1
251,9,1
252,4,1
253,2,1
254,3,1
255,7,1
256,2,1
257,1,1
258,4,1
259,1,1
260,8,1
261,6,1
262,2,1
263,9,1
264,8,1
265,8,1
266,4,1
267,9,1
268,2,1
269,8,1
270,7,1
271,5,1
272,5,1
273,10,1
274,94,1
275,6,1
276,7,1
277,3,1
278,5,1
279,3,1
280,5,1
281,6,1
282,12,1
283,75,1
284,61,1
285,52,1
286,3,1
287,5,1
288,4,1
289,9,1
290,7,1
291,2,1
292,10,1
293,5,1
294,9,1
295,9,1
296,10,1
297,70,1
298,9,1
299,1,1
300,5,1
301,90,1
302,1,1
303,3,1
304,10,1
305,2,1
306,5,1
307,10,1
308,9,1
309,5,1
310,10,1
311,3,1
312,7,1
313,83,1
314,1,1
315,10,1
316,5,1
317,82,1
318,5,1
319,1,1
320,10,1
321,5,1
322,68,1
323,3,1
324,6,1
325,4,1
326,3,1
327,7,1
328,5,1
329,38,1
330,6,1
331,1,1
332,7,1
333,52,1
334,2,1
335,19,1
336,3,1
337,2,1
338,51,1
339,2,1
340,4,1
341,83,1
342,5,1
343,57,1
344,20,1
345,9,1
346,14,1
347,12,1
348,5,1
349,86,1
350,6,1
351,1,1
352,3,1
353,1,1
354,2,1
355,3,1
356,1,1
357,3,1
358,3,1
359,4,1
360,6,1
361,8,1
362,9,1
363,8,1
364,5,1
365,3,1
366,7,1
367,5,1
368,6,1
369,6,1
370,1,1
371,1,1
372,10,1
373,4,1
374,9,1
375,5,1
376,88,1
377,58,1
378,1,1
379,1,1
380,8,1
381,40,1
382,1,1
383,10,1
384,5,1
385,2,1
386,5,1
387,1,1
388,86,1
389,4,1
390,4,1
391,3,1
392,2,1
393,5,1
394,42,1
395,10,1
396,5,1
397,2,1
398,8,1
399,10,1
400,9,1
401,7,1
402,7,1
403,7,1
404,6,1
405,8,1
406,9,1
407,7,1
408,1,1
409,6,1
410,5,1
411,7,1
412,10,1
413,98,1
414,3,1
415,9,1
416,50,1
417,4,1
418,4,1
419,2,1
420,1,1
421,2,1
422,78,1
423,4,1
424,1,1
425,4,1
426,97,1
427,9,1
428,9,1
429,95,1
430,75,1
431,9,1
432,9,1
433,2,1
434,7,1
435,8,1
436,1,1
437,1,1
438,4,1
439,1,1
440,7,1
441,9,1
442,3,1
443,5,1
444,2,1
445,9,1
446,3,1
447,40,1
448,3,1
449,3,1
450,7,1
451,10,1
452,7,1
453,10,1
454,5,1
455,4,1
456,5,1
457,3,1
458,10,1
459,3,1
460,10,1
461,62,1
462,6,1
463,3,1
464,4,1
465,2,1
466,2,1
467,1,1
468,5,1
469,58,1
470,7,1
471,10,1
472,4,1
473,10,1
474,6,1
475,2,1
476,6,1
477,8,1
478,10,1
479,10,1
480,7,1
481,1,1
482,6,1
483,8,1
484,6,1
485,3,1
486,40,1
487,96,1
488,4,1
489,76,1
490,5,1
491,9,1
492,10,1
493,9,1
494,2,1
495,6,1
496,8,1
497,6,1
498,5,1
499,10,1
500,2,1
501,2,1
502,7,1
503,9,1
504,9,1
505,89,1
506,93,1
507,2,1
508,3,1
509,2,1
510,9,1
511,5,1
512,64,1
513,5,1
514,5,1
515,10,1
516,36,1
517,14,1
518,84,1
519,8,1
520,2,1
521,6,1
522,1,1
523,50,1
524,1,1
525,3,1
526,40,1
527,6,1
528,65,1
529,6,1
530,5,1
531,63,1
532,4,1
533,6,1
534,5,1
535,5,1
536,10,1
537,5,1
538,78,1
539,8,1
540,4,1
541,8,1
542,9,1
543,7,1
544,30,1
545,59,1
546,10,1
547,3,1
548,8,1
549,5,1
550,5,1
551,37,1
552,2,1
553,1,1
554,33,1
555,2,1
556,3,1
557,2,1
558,2,1
559,40,1
560,5,1
561,7,1
562,1,1
563,1,1
564,3,1
565,58,1
566,5,1
567,5,1
568,68,1
569,8,1
570,14,1
571,6,1
572,81,1
573,1,1
574,8,1
575,2,1
576,9,1
577,9,1
578,2,1
579,42,1
580,2,1
581,10,1
582,7,1
583,10,1
584,10,1
585,5,1
586,73,1
587,1,1
588,1,1
589,8,1
590,10,1
591,7,1
592,56,1
593,3,1
594,15,1
595,3,1
596,5,1
597,8,1
598,1,1
599,2,1
600,6,1
601,46,1
602,1,1
603,14,1
604,2,1
605,7,1
606,95,1
607,9,1
608,3,1
609,5,1
610,8,1
611,2,1
612,9,1
613,4,1
614,32,1
615,9,1
616,61,1
617,6,1
618,69,1
619,7,1
620,44,1
621,10,1
622,4,1
623,9,1
624,6,1
625,7,1
626,6,1
627,8,1
628,2,1
629,6,1
630,11,1
631,10,1
632,9,1
633,3,1
634,7,1
635,3,1
636,8,1
637,10,1
638,4,1
639,79,1
640,7,1
641,8,1
642,5,1
643,10,1
644,10,1
645,5,1
646,89,1
647,4,1
648,7,1
649,9,1
650,10,1
651,9,1
652,1,1
653,81,1
654,4,1
655,9,1
656,44,1
657,6,1
658,5,1
659,2,1
660,6,1
661,1,1
662,8,1
663,5,1
664,7,1
665,6,1
666,2,1
667,3,1
668,5,1
669,10,1
670,6,1
671,6,1
672,10,1
673,58,1
674,6,1
675,37,1
676,5,1
677,3,1
678,7,1
679,4,1
680,5,1
681,8,1
682,67,1
